Platanthera_zijinensis_chr	0.98
Phoma_radicina_MPI-SP2-AT-0466	3.7713201808788e-05
Aspergillus_fumigatus_MPI-SW4-AT-0569	0.000313035933608462
Sarocladium_strictum_MPI-IT2-AT-0306	0.000282955768850444
Pyrenochaeta_lycopersici_MPI-FR1-AT-0381	7.15355794919043e-06
Peyronellaea_curtisii_MPI-SP2-AT-0415	0.000133714063029784
Talaromyces_verruculosus_MPI-SP2-AT-0411	0.000185729775807273
Penicillium_canescens_MPI-SW4-AT-0573	7.84036437254431e-06
Cylindrocarpon_pauciseptatum_MPI-SP2-AT-0468	0.000186034780029729
Verticillium_dahliae_MPI-FR1-AT-0353	0.000208056235751585
Alternaria_tenuis_MPI-SDFR-AT-0071	0.000102325469682635
Fusarium_oxysporum_MPI-CAGE-AT-0013	0.000290558570356255
Cladosporium_rectoides_MPI-GEGE-AT-0032	0.00022167787481091
Gibellulopsis_nigrescens_MPI-SP2-AT-0410	0.000103990846327276
Metacordyceps_chlamydosporia_MPI-IT2-AT-0323	0.000122387846003926
Ochroconis_tshawytschae_MPI-SP2-AT-0416	0.000219916074181318
Phomopsis_columnaris_MPI-SP2-AT-0504	0.000168420169471009
Umbelopsis_autotrophica_MPI-SW4-AT-0611	0.00014193981628567
Embellisia_chlamydospora_MPI-FR1-AT-0336	1.61233285843777e-05
Phialocephala_fortinii_MPI-SW4-AT-0551	3.90305203590224e-06
Phaeosphaeria_eustoma_MPI-FR1-AT-0339	0.000154394310566462
Truncatella_angustata_MPI-SW4-AT-0541	6.45329003136101e-05
Macrophomina_phaseolina_MPI-FR1-AT-0330	8.14069420497489e-05
Rhizopycnis_vagum_MPI-FR1-AT-0346	0.000300782589058653
Paraphoma_chrysanthemicola_MPI-SDFR-AT-0093	0.000185948496322678
Neonectria_radicicola_MPI-CAGE-CH-0236	0.000288069806784655
Cryptosporiopsis_ericae_MPI-SW4-AT-0549	1.58417720251266e-05
Leptodontidium_orchidicola_MPI-SW4-AT-0643	0.000112428175780594
Myrothecium_cinctum_MPI-SP2-AT-0408	6.43116517993605e-05
Ilyonectria_macrodidyma_MPI-GEGE-AT-0033	9.69931499943091e-05
Hypocrea_atroviridis_MPI-SP2-AT-0434	0.000128853367545806
Plectosphaerella_cucumerina_MPI-FR1-AT-0340	0.000272960108811923
Tulasnella_calospora_Tulcal1	0.00603026618401966
Ceratobasidium_sp_CerAGI	0.00225501633870744
Rhizoctonia_solani_Rhisola1	0.000754717477272916
PRJNA67115	0.00010789476535011
PRJNA217481	0.00029852574519241
PRJNA20011	0.000306860202713391
PRJNA186462	0.000155486001236606
PRJNA33691	7.0352180377412e-05
PRJNA33599	2.40215810989115e-05
PRJNA20399	0.000183172881669606
PRJNA212980	0.000180137029406177
PRJNA261945	0.000254294825356687
PRJNA183309	6.17639691800222e-05
PRJNA27951	0.000118579521495681
PRJNA261104	0.000358147331351353
PRJNA183018	3.18449445934379e-05
PRJNA238302	0.000256380521074994
PRJNA42009	0.000119675249196162
PRJNA80827	5.02036866244951e-05
PRJNA171367	9.55287278735251e-06
PRJNA232079	0.000257628358387185
PRJNA242829	9.41189108275824e-05
PRJNA165395	8.03815894956532e-05
PRJNA81617	0.000255955180875742
PRJNA13473	0.000124248755566963
PRJNA186910	0.000151657958021239
PRJNA63851	0.000188358040901861
PRJNA18505	0.000241475458586906
PRJNA20391	5.61698542282182e-05
PRJNA12634	0.000321226530767205
PRJNA17707	0.000238016985683209
PRJNA232351	0.000128989834232408
PRJNA42475	0.000194990565479138
PRJNA168616	8.19108503362899e-05
PRJNA182711	0.000269396990585524
PRJNA15771	8.42944661435582e-05
PRJNA256039	0.00021666222880038
PRJNA190819	0.000367624132376136
RNODE_165_length_1669_cov_2.37887	1.45680704758323e-05
RNODE_178_length_3618_cov_3.32119	6.8530450056001e-06
RNODE_201_length_2438_cov_4.66846	1.13127984801809e-05
RNODE_241_length_10461_cov_3.82000	8.22658612597323e-06
RNODE_244_length_5333_cov_28.75937	2.79215836942069e-05
RNODE_250_length_5534_cov_8.34289	1.33021913475233e-05
RNODE_262_length_4000_cov_14.35495	2.34802346959953e-06
RNODE_278_length_7999_cov_5.67456	2.2276211982187e-05
RNODE_288_length_3164_cov_59.95449	3.75199876734786e-05
RNODE_293_length_11038_cov_5.01480	2.76548680416258e-05
RNODE_297_length_1810_cov_21.16499	1.28495081574403e-05
RNODE_327_length_1948_cov_35.31308	8.21133610503983e-06
RNODE_329_length_4403_cov_3.14905	8.85758388141549e-08
RNODE_405_length_1632_cov_8.96149	2.10183803183694e-05
RNODE_41_length_1982_cov_209.61480	3.22560809227797e-05
RNODE_447_length_1716_cov_15.11213	3.66704478185829e-05
RNODE_454_length_3059_cov_7.56632	2.70142272829847e-05
RNODE_45_length_2213_cov_3.74441	3.72494247412164e-05
RNODE_466_length_2414_cov_22.47806	1.17604736346188e-05
RNODE_482_length_12608_cov_5.40546	2.83956987183753e-06
RNODE_4_length_1367_cov_2.97100	4.77323523448244e-06
RNODE_519_length_4527_cov_27.40475	6.27513990872114e-06
RNODE_53_length_5801_cov_10.05503	4.38440331307897e-06
RNODE_567_length_2043_cov_21.53474	1.89207773461612e-06
RNODE_568_length_4215_cov_4.24868	9.10437008928705e-06
RNODE_595_length_1522_cov_10.57355	3.10360594848527e-05
RNODE_59_length_7149_cov_6.99495	1.51243475716585e-05
RNODE_6_length_1955_cov_9.45784	2.47771730463959e-05
RNODE_72_length_2497_cov_7.54950	3.61930636943309e-06
RNODE_86_length_2125_cov_11.11507	3.70724962595834e-05
