RNODE_101_length_1372_cov_7.49556.fasta	32644	32644	unknown
RNODE_102_length_8268_cov_3.53650.fasta	45202	45202	plasmid
RNODE_103_length_2852_cov_4.11378.fasta	45202	45202	plasmid
RNODE_104_length_5057_cov_12.80755.fasta	1214906	1214906	virus
RNODE_105_length_62790_cov_25.15822.fasta	1214906	1214906	virus
RNODE_106_length_1583_cov_3.49519.fasta	32644	32644	unknown
RNODE_111_length_2230_cov_3.84239.fasta	32644	32644	unknown
RNODE_112_length_5666_cov_6.47909.fasta	45202	45202	plasmid
RNODE_113_length_2920_cov_5.66563.fasta	45202	45202	plasmid
RNODE_115_length_1563_cov_5.85918.fasta	32644	32644	unknown
RNODE_117_length_1506_cov_6.97170.fasta	32644	32644	unknown
RNODE_118_length_1774_cov_2.07534.fasta	45202	45202	plasmid
RNODE_119_length_2367_cov_7.70704.fasta	32644	32644	unknown
RNODE_11_length_2136_cov_9.27578.fasta	32644	32644	unknown
RNODE_120_length_2282_cov_6.07257.fasta	32644	32644	unknown
RNODE_121_length_10870_cov_30.65219.fasta	45202	45202	plasmid
RNODE_123_length_2054_cov_30.18504.fasta	32644	32644	unknown
RNODE_124_length_1415_cov_2.71141.fasta	45202	45202	plasmid
RNODE_128_length_2643_cov_8.66196.fasta	45202	45202	plasmid
RNODE_129_length_1566_cov_26.20790.fasta	45202	45202	plasmid
RNODE_12_length_1515_cov_4.22907.fasta	45202	45202	plasmid
RNODE_130_length_2230_cov_8.22328.fasta	45202	45202	plasmid
RNODE_131_length_3521_cov_17.22578.fasta	45202	45202	plasmid
RNODE_132_length_8354_cov_2.98896.fasta	45202	45202	plasmid
RNODE_135_length_2376_cov_3.88445.fasta	32644	32644	unknown
RNODE_136_length_1758_cov_14.12385.fasta	45202	45202	plasmid
RNODE_138_length_6510_cov_13.48012.fasta	32644	32644	unknown
RNODE_13_length_1938_cov_15.43946.fasta	32644	32644	unknown
RNODE_140_length_2497_cov_5.86303.fasta	45202	45202	plasmid
RNODE_141_length_2345_cov_22.92639.fasta	45202	45202	plasmid
RNODE_143_length_3260_cov_5.42156.fasta	45202	45202	plasmid
RNODE_144_length_2325_cov_4.38472.fasta	32644	32644	unknown
RNODE_145_length_1547_cov_6.91082.fasta	45202	45202	plasmid
RNODE_148_length_1828_cov_3.97398.fasta	32644	32644	unknown
RNODE_151_length_1644_cov_3.51048.fasta	45202	45202	plasmid
RNODE_152_length_11535_cov_8.34205.fasta	45202	45202	plasmid
RNODE_153_length_2931_cov_9.80406.fasta	32644	32644	unknown
RNODE_155_length_2531_cov_7.75129.fasta	45202	45202	plasmid
RNODE_157_length_9240_cov_11.70069.fasta	45202	45202	plasmid
RNODE_15_length_2057_cov_7.49140.fasta	45202	45202	plasmid
RNODE_160_length_1746_cov_3.90255.fasta	32644	32644	unknown
RNODE_161_length_2494_cov_2.64806.fasta	32644	32644	unknown
RNODE_162_length_1832_cov_1.88784.fasta	45202	45202	plasmid
RNODE_163_length_2924_cov_26.52619.fasta	45202	45202	plasmid
RNODE_164_length_3484_cov_4.58781.fasta	45202	45202	plasmid
RNODE_165_length_1669_cov_2.37887.fasta	45202	45202	plasmid
RNODE_167_length_15660_cov_7.41802.fasta	45202	45202	plasmid
RNODE_168_length_1728_cov_6.59379.fasta	32644	32644	unknown
RNODE_169_length_2014_cov_4.86797.fasta	32644	32644	unknown
RNODE_16_length_2729_cov_73.58182.fasta	32644	32644	unknown
RNODE_170_length_2572_cov_18.40510.fasta	45202	45202	plasmid
RNODE_172_length_2223_cov_6.95729.fasta	32644	32644	unknown
RNODE_174_length_2429_cov_2.88035.fasta	32644	32644	unknown
RNODE_175_length_2761_cov_19.02118.fasta	32644	32644	unknown
RNODE_176_length_1549_cov_36.55206.fasta	32644	32644	unknown
RNODE_177_length_3051_cov_8.18455.fasta	45202	45202	plasmid
RNODE_178_length_3618_cov_3.32119.fasta	45202	45202	plasmid
RNODE_179_length_3165_cov_11.18263.fasta	45202	45202	plasmid
RNODE_181_length_5163_cov_13.91578.fasta	45202	45202	plasmid
RNODE_182_length_2608_cov_41.99343.fasta	32644	32644	unknown
RNODE_183_length_2196_cov_14.40984.fasta	32644	32644	unknown
RNODE_184_length_2456_cov_5.89523.fasta	32644	32644	unknown
RNODE_185_length_1556_cov_2.93481.fasta	32644	32644	unknown
RNODE_186_length_2504_cov_28.93916.fasta	45202	45202	plasmid
RNODE_187_length_2669_cov_7.35323.fasta	45202	45202	plasmid
RNODE_188_length_3578_cov_152.10292.fasta	45202	45202	plasmid
RNODE_189_length_1548_cov_4.91153.fasta	45202	45202	plasmid
RNODE_190_length_2372_cov_3.90340.fasta	45202	45202	plasmid
RNODE_191_length_4523_cov_9.06065.fasta	1214906	1214906	virus
RNODE_192_length_7636_cov_18.62687.fasta	45202	45202	plasmid
RNODE_194_length_1274_cov_1.74441.fasta	32644	32644	unknown
RNODE_195_length_1761_cov_3.04140.fasta	32644	32644	unknown
RNODE_196_length_1935_cov_38.48772.fasta	45202	45202	plasmid
RNODE_197_length_5069_cov_3.76758.fasta	32644	32644	unknown
RNODE_198_length_2135_cov_8.85376.fasta	32644	32644	unknown
RNODE_199_length_3758_cov_10.79550.fasta	45202	45202	plasmid
RNODE_19_length_30312_cov_10.20690.fasta	45202	45202	plasmid
RNODE_1_length_6898_cov_7.60442.fasta	45202	45202	plasmid
RNODE_201_length_2438_cov_4.66846.fasta	32644	32644	unknown
RNODE_202_length_2300_cov_3.80773.fasta	32644	32644	unknown
RNODE_203_length_1708_cov_4.32029.fasta	32644	32644	unknown
RNODE_204_length_1584_cov_1.63444.fasta	32644	32644	unknown
RNODE_206_length_1596_cov_53.17090.fasta	32644	32644	unknown
RNODE_208_length_1614_cov_5.26633.fasta	45202	45202	plasmid
RNODE_209_length_3433_cov_79.37027.fasta	32644	32644	unknown
RNODE_20_length_3323_cov_4.22024.fasta	45202	45202	plasmid
RNODE_210_length_2651_cov_13.95131.fasta	45202	45202	plasmid
RNODE_211_length_1756_cov_5.39677.fasta	32644	32644	unknown
RNODE_212_length_4097_cov_3.86528.fasta	32644	32644	unknown
RNODE_213_length_2939_cov_7.79705.fasta	32644	32644	unknown
RNODE_214_length_1765_cov_3.24842.fasta	32644	32644	unknown
RNODE_215_length_3095_cov_6.61373.fasta	45202	45202	plasmid
RNODE_216_length_15421_cov_6.49724.fasta	45202	45202	plasmid
RNODE_217_length_2598_cov_4.83502.fasta	32644	32644	unknown
RNODE_219_length_1344_cov_3.84720.fasta	32644	32644	unknown
RNODE_21_length_1619_cov_4.64433.fasta	45202	45202	plasmid
RNODE_221_length_2696_cov_7.95138.fasta	32644	32644	unknown
RNODE_222_length_1915_cov_3.09562.fasta	32644	32644	unknown
RNODE_223_length_2107_cov_5.74724.fasta	45202	45202	plasmid
RNODE_226_length_3315_cov_75.69511.fasta	45202	45202	plasmid
RNODE_22_length_7302_cov_3.23613.fasta	32644	32644	unknown
RNODE_230_length_2858_cov_5.31312.fasta	45202	45202	plasmid
RNODE_231_length_5311_cov_4.30176.fasta	45202	45202	plasmid
RNODE_232_length_21840_cov_9.43432.fasta	45202	45202	plasmid
RNODE_233_length_1740_cov_3.83120.fasta	32644	32644	unknown
RNODE_236_length_2297_cov_5.75912.fasta	32644	32644	unknown
RNODE_237_length_4009_cov_52.34788.fasta	45202	45202	plasmid
RNODE_238_length_3219_cov_2.87332.fasta	45202	45202	plasmid
RNODE_239_length_2392_cov_75.72363.fasta	32644	32644	unknown
RNODE_23_length_1998_cov_572.28391.fasta	45202	45202	plasmid
RNODE_240_length_12811_cov_7.14481.fasta	45202	45202	plasmid
RNODE_241_length_10461_cov_3.82000.fasta	1214906	1214906	virus
RNODE_242_length_3657_cov_7.66465.fasta	45202	45202	plasmid
RNODE_244_length_5333_cov_28.75937.fasta	45202	45202	plasmid
RNODE_245_length_4357_cov_37.67935.fasta	45202	45202	plasmid
RNODE_246_length_2482_cov_3.42358.fasta	32644	32644	unknown
RNODE_247_length_8256_cov_14.85123.fasta	32644	32644	unknown
RNODE_249_length_1595_cov_4.08837.fasta	32644	32644	unknown
RNODE_250_length_5534_cov_8.34289.fasta	32644	32644	unknown
RNODE_252_length_2412_cov_8.03222.fasta	45202	45202	plasmid
RNODE_253_length_4934_cov_14.39047.fasta	45202	45202	plasmid
RNODE_255_length_1540_cov_6.64690.fasta	32644	32644	unknown
RNODE_256_length_3265_cov_29.43355.fasta	45202	45202	plasmid
RNODE_257_length_1602_cov_16.93671.fasta	45202	45202	plasmid
RNODE_260_length_1690_cov_3.39508.fasta	45202	45202	plasmid
RNODE_261_length_5536_cov_4.10881.fasta	1214906	1214906	virus
RNODE_262_length_4000_cov_14.35495.fasta	45202	45202	plasmid
RNODE_264_length_2217_cov_3.64237.fasta	32644	32644	unknown
RNODE_267_length_1450_cov_3.70798.fasta	32644	32644	unknown
RNODE_268_length_9216_cov_4.69600.fasta	1214906	1214906	virus
RNODE_269_length_3926_cov_5.29021.fasta	45202	45202	plasmid
RNODE_26_length_2149_cov_3.97038.fasta	45202	45202	plasmid
RNODE_270_length_5234_cov_7.75671.fasta	45202	45202	plasmid
RNODE_271_length_3998_cov_11.67404.fasta	45202	45202	plasmid
RNODE_272_length_2015_cov_5.10035.fasta	32644	32644	unknown
RNODE_273_length_1300_cov_2.30673.fasta	32644	32644	unknown
RNODE_274_length_1504_cov_11.90756.fasta	32644	32644	unknown
RNODE_275_length_3412_cov_8.48584.fasta	45202	45202	plasmid
RNODE_276_length_1745_cov_5.73070.fasta	32644	32644	unknown
RNODE_278_length_7999_cov_5.67456.fasta	45202	45202	plasmid
RNODE_27_length_9272_cov_4.89762.fasta	45202	45202	plasmid
RNODE_280_length_5088_cov_4.43328.fasta	32644	32644	unknown
RNODE_281_length_3634_cov_4.76523.fasta	32644	32644	unknown
RNODE_282_length_2526_cov_38.05351.fasta	32644	32644	unknown
RNODE_284_length_8760_cov_7.25395.fasta	45202	45202	plasmid
RNODE_285_length_1358_cov_4.40719.fasta	32644	32644	unknown
RNODE_286_length_1588_cov_4.62324.fasta	32644	32644	unknown
RNODE_287_length_2601_cov_28.03218.fasta	32644	32644	unknown
RNODE_288_length_3164_cov_59.95449.fasta	45202	45202	plasmid
RNODE_289_length_4454_cov_4.54626.fasta	32644	32644	unknown
RNODE_28_length_2156_cov_6.27835.fasta	45202	45202	plasmid
RNODE_292_length_1675_cov_7.61464.fasta	45202	45202	plasmid
RNODE_293_length_11038_cov_5.01480.fasta	45202	45202	plasmid
RNODE_295_length_10931_cov_11.99890.fasta	32644	32644	unknown
RNODE_296_length_1799_cov_6.54699.fasta	32644	32644	unknown
RNODE_297_length_1810_cov_21.16499.fasta	45202	45202	plasmid
RNODE_298_length_4113_cov_5.23857.fasta	32644	32644	unknown
RNODE_299_length_1525_cov_5.32402.fasta	32644	32644	unknown
RNODE_29_length_2138_cov_51.39745.fasta	32644	32644	unknown
RNODE_2_length_1508_cov_3.94751.fasta	45202	45202	plasmid
RNODE_300_length_4019_cov_4.97498.fasta	45202	45202	plasmid
RNODE_301_length_8746_cov_4.36474.fasta	32644	32644	unknown
RNODE_302_length_1793_cov_4.21739.fasta	32644	32644	unknown
RNODE_303_length_2852_cov_2.02615.fasta	45202	45202	plasmid
RNODE_304_length_2403_cov_7.18396.fasta	45202	45202	plasmid
RNODE_305_length_1545_cov_4.08273.fasta	32644	32644	unknown
RNODE_306_length_4235_cov_12.16734.fasta	45202	45202	plasmid
RNODE_30_length_2201_cov_7.76228.fasta	45202	45202	plasmid
RNODE_310_length_7241_cov_7.51586.fasta	45202	45202	plasmid
RNODE_312_length_1648_cov_2.63653.fasta	45202	45202	plasmid
RNODE_313_length_7631_cov_9.92207.fasta	45202	45202	plasmid
RNODE_316_length_1479_cov_156.07138.fasta	45202	45202	plasmid
RNODE_317_length_2062_cov_4.66471.fasta	32644	32644	unknown
RNODE_319_length_1321_cov_2.32409.fasta	32644	32644	unknown
RNODE_321_length_5296_cov_10.18297.fasta	32644	32644	unknown
RNODE_325_length_1939_cov_27.67762.fasta	32644	32644	unknown
RNODE_326_length_1765_cov_55.82043.fasta	45202	45202	plasmid
RNODE_327_length_1948_cov_35.31308.fasta	32644	32644	unknown
RNODE_328_length_1676_cov_7.54655.fasta	45202	45202	plasmid
RNODE_329_length_4403_cov_3.14905.fasta	32644	32644	unknown
RNODE_330_length_1588_cov_2.46424.fasta	32644	32644	unknown
RNODE_331_length_2739_cov_8.16194.fasta	45202	45202	plasmid
RNODE_332_length_1624_cov_3.94382.fasta	45202	45202	plasmid
RNODE_333_length_29512_cov_5.09183.fasta	1214906	1214906	virus
RNODE_334_length_1555_cov_5.92107.fasta	45202	45202	plasmid
RNODE_335_length_1478_cov_2.76786.fasta	32644	32644	unknown
RNODE_340_length_1678_cov_17.80556.fasta	32644	32644	unknown
RNODE_344_length_2191_cov_2.64592.fasta	32644	32644	unknown
RNODE_345_length_2889_cov_34.12033.fasta	45202	45202	plasmid
RNODE_347_length_5424_cov_5.89171.fasta	45202	45202	plasmid
RNODE_348_length_2291_cov_3.76025.fasta	32644	32644	unknown
RNODE_349_length_1558_cov_4.95117.fasta	32644	32644	unknown
RNODE_34_length_5214_cov_5.85112.fasta	45202	45202	plasmid
RNODE_351_length_2392_cov_6.50928.fasta	32644	32644	unknown
RNODE_352_length_10296_cov_22.51324.fasta	1214906	1214906	virus
RNODE_353_length_1966_cov_4.24691.fasta	45202	45202	plasmid
RNODE_354_length_3591_cov_3.85010.fasta	45202	45202	plasmid
RNODE_356_length_2244_cov_4.44644.fasta	32644	32644	unknown
RNODE_357_length_1732_cov_5.71053.fasta	45202	45202	plasmid
RNODE_358_length_1590_cov_1.68367.fasta	32644	32644	unknown
